link_id,source_entity,source_id,target_entity,target_id,link_type,confidence,supporting_evidence,risk_score
LNK-8D553742,SHIPMENT,SHP-CEEBF801,SHIPMENT,SHP-BECA12D0,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-58A0266E.,72.0
LNK-D8AFC10B,SHIPMENT,SHP-3E661DF6,SHIPMENT,SHP-9A1FB98A,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-642110EA.,72.0
LNK-48ADB2A9,SHIPMENT,SHP-3E661DF6,SHIPMENT,SHP-9A431D06,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-642110EA.,72.0
LNK-909A9FB1,SHIPMENT,SHP-3E661DF6,SHIPMENT,SHP-86757301,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-642110EA.,72.0
LNK-1233DCD6,SHIPMENT,SHP-9A1FB98A,SHIPMENT,SHP-9A431D06,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-642110EA.,72.0
LNK-7B5171D0,SHIPMENT,SHP-9F339087,SHIPMENT,SHP-DB6C3FD9,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-66E3BDFD.,72.0
LNK-062CADAE,SHIPMENT,SHP-9F339087,SHIPMENT,SHP-60AA9BD1,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-66E3BDFD.,72.0
LNK-EEBFD3B1,SHIPMENT,SHP-9F339087,SHIPMENT,SHP-49232F6D,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-66E3BDFD.,72.0
LNK-6E7BBFDB,SHIPMENT,SHP-9F339087,SHIPMENT,SHP-6BD33CCA,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-66E3BDFD.,72.0
LNK-770FB55C,SHIPMENT,SHP-BA3089B2,SHIPMENT,SHP-B8E24C1C,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-6989DB09.,72.0
LNK-FD252228,SHIPMENT,SHP-BA3089B2,SHIPMENT,SHP-046FD31D,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-6989DB09.,72.0
LNK-BC930B2E,SHIPMENT,SHP-BA3089B2,SHIPMENT,SHP-68D7EA6D,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-6989DB09.,72.0
LNK-C31029BC,SHIPMENT,SHP-BA3089B2,SHIPMENT,SHP-204B9F67,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-6989DB09.,72.0
LNK-570EED59,SHIPMENT,SHP-4C62338B,SHIPMENT,SHP-1DDFC4C5,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-69A64C1C.,72.0
LNK-EDF0D761,SHIPMENT,SHP-4C62338B,SHIPMENT,SHP-3AAB4A10,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-69A64C1C.,72.0
LNK-E1424975,SHIPMENT,SHP-4C62338B,SHIPMENT,SHP-2A40369F,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-69A64C1C.,72.0
LNK-8E553DA7,SHIPMENT,SHP-4C62338B,SHIPMENT,SHP-8B1C559F,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-69A64C1C.,72.0
LNK-F50BFDC2,SHIPMENT,SHP-5677DECA,SHIPMENT,SHP-0C1B97A4,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-6A29C4F6.,72.0
LNK-4DB02FBF,SHIPMENT,SHP-5677DECA,SHIPMENT,SHP-34B6FC24,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-6A29C4F6.,72.0
LNK-87310B8F,SHIPMENT,SHP-5677DECA,SHIPMENT,SHP-6D1DA122,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-6A29C4F6.,72.0
LNK-BC99C2D6,SHIPMENT,SHP-5677DECA,SHIPMENT,SHP-7E962700,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-6A29C4F6.,72.0
LNK-D7839C50,SHIPMENT,SHP-A846B1D9,SHIPMENT,SHP-694CB208,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-6D08839D.,72.0
LNK-258706F5,SHIPMENT,SHP-A846B1D9,SHIPMENT,SHP-2BD751B4,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-6D08839D.,72.0
LNK-01383DF3,SHIPMENT,SHP-A846B1D9,SHIPMENT,SHP-2B1601B3,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-6D08839D.,72.0
LNK-6CFCAD71,SHIPMENT,SHP-A846B1D9,SHIPMENT,SHP-157C5D56,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-6D08839D.,72.0
LNK-27A969E5,SHIPMENT,SHP-1EE9C546,SHIPMENT,SHP-604F5BBE,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-6EC350B3.,72.0
LNK-B7563E16,SHIPMENT,SHP-1EE9C546,SHIPMENT,SHP-9B9C50D2,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-6EC350B3.,72.0
LNK-FC759905,SHIPMENT,SHP-1EE9C546,SHIPMENT,SHP-FB7C8841,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-6EC350B3.,72.0
LNK-36731C08,SHIPMENT,SHP-604F5BBE,SHIPMENT,SHP-9B9C50D2,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-6EC350B3.,72.0
LNK-E15FF336,SHIPMENT,SHP-08880AD4,SHIPMENT,SHP-DCCBE983,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-74BDC153.,72.0
LNK-5A2051E1,SHIPMENT,SHP-08880AD4,SHIPMENT,SHP-6AEAA05F,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-74BDC153.,72.0
LNK-0B64F3F1,SHIPMENT,SHP-08880AD4,SHIPMENT,SHP-74E8AFB2,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-74BDC153.,72.0
LNK-B9733093,SHIPMENT,SHP-08880AD4,SHIPMENT,SHP-57289C43,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-74BDC153.,72.0
LNK-067B5E01,SHIPMENT,SHP-476BF43E,SHIPMENT,SHP-3AE236DE,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-7769BEB2.,72.0
LNK-33CDEF90,SHIPMENT,SHP-476BF43E,SHIPMENT,SHP-BF069F6D,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-7769BEB2.,72.0
LNK-35BF5F47,SHIPMENT,SHP-3AE236DE,SHIPMENT,SHP-BF069F6D,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-7769BEB2.,72.0
LNK-93593A6E,SHIPMENT,SHP-ACCE6969,SHIPMENT,SHP-8C8F0EA5,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-78002D47.,72.0
LNK-1D7D0FC5,SHIPMENT,SHP-ACCE6969,SHIPMENT,SHP-D19B979C,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-78002D47.,72.0
LNK-63F22464,SHIPMENT,SHP-ACCE6969,SHIPMENT,SHP-1E8E4636,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-78002D47.,72.0
LNK-66A75FAE,SHIPMENT,SHP-ACCE6969,SHIPMENT,SHP-2392FD99,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-78002D47.,72.0
LNK-E40D9EED,SHIPMENT,SHP-D5AABC11,SHIPMENT,SHP-AB129627,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-7815991E.,72.0
LNK-61C16A4C,SHIPMENT,SHP-D5AABC11,SHIPMENT,SHP-72087970,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-7815991E.,72.0
LNK-38A0ACD5,SHIPMENT,SHP-D5AABC11,SHIPMENT,SHP-1F12B1C4,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-7815991E.,72.0
LNK-1D124504,SHIPMENT,SHP-D5AABC11,SHIPMENT,SHP-44ECF00B,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-7815991E.,72.0
LNK-0299239C,SHIPMENT,SHP-1786A93B,SHIPMENT,SHP-0CD89D47,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-79A71B87.,72.0
LNK-6E068669,SHIPMENT,SHP-1786A93B,SHIPMENT,SHP-C07F17B8,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-79A71B87.,72.0
LNK-A3248867,SHIPMENT,SHP-1786A93B,SHIPMENT,SHP-1891CCA1,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-79A71B87.,72.0
LNK-8DCCC8C6,SHIPMENT,SHP-0CD89D47,SHIPMENT,SHP-C07F17B8,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-79A71B87.,72.0
LNK-5C598209,SHIPMENT,SHP-22A387BD,SHIPMENT,SHP-70623C78,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-7DDE0FB2.,72.0
LNK-E68AB51B,SHIPMENT,SHP-22A387BD,SHIPMENT,SHP-6249BD8F,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-7DDE0FB2.,72.0
LNK-D75F4536,SHIPMENT,SHP-22A387BD,SHIPMENT,SHP-A44AF8E1,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-7DDE0FB2.,72.0
LNK-F6CA6F0E,SHIPMENT,SHP-22A387BD,SHIPMENT,SHP-E8138B8E,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-7DDE0FB2.,72.0
LNK-43D0FF52,SHIPMENT,SHP-06E856BF,SHIPMENT,SHP-59FB3EC1,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-852A02ED.,72.0
LNK-2582DB4A,SHIPMENT,SHP-EC2A18FD,SHIPMENT,SHP-8A23C45D,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-875537E2.,72.0
LNK-47DEFC7D,SHIPMENT,SHP-EC2A18FD,SHIPMENT,SHP-A97E26BF,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-875537E2.,72.0
LNK-508861A4,SHIPMENT,SHP-EC2A18FD,SHIPMENT,SHP-4059CEE7,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-875537E2.,72.0
LNK-FA227C61,SHIPMENT,SHP-EC2A18FD,SHIPMENT,SHP-EEF42F2C,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-875537E2.,72.0
LNK-A6EE6D6D,SHIPMENT,SHP-1908FEF6,SHIPMENT,SHP-30845996,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-89A02B74.,72.0
LNK-D2BA29D4,SHIPMENT,SHP-1908FEF6,SHIPMENT,SHP-A213EB76,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-89A02B74.,72.0
LNK-FBAB0E0D,SHIPMENT,SHP-1908FEF6,SHIPMENT,SHP-984EEFE9,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-89A02B74.,72.0
LNK-64CD89FD,SHIPMENT,SHP-1908FEF6,SHIPMENT,SHP-BD8283B7,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-89A02B74.,72.0
LNK-7A343FE5,SHIPMENT,SHP-5427CD63,SHIPMENT,SHP-6A6139A6,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-8B42C37D.,72.0
LNK-876BB7EE,SHIPMENT,SHP-5427CD63,SHIPMENT,SHP-104D193E,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-8B42C37D.,72.0
LNK-4D58C09C,SHIPMENT,SHP-5427CD63,SHIPMENT,SHP-199B0E11,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-8B42C37D.,72.0
LNK-1FB42431,SHIPMENT,SHP-5427CD63,SHIPMENT,SHP-8D3DB285,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-8B42C37D.,72.0
LNK-7E31B848,SHIPMENT,SHP-969333B1,SHIPMENT,SHP-AEFF55A7,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-8C4716E8.,72.0
LNK-9BE26FA7,SHIPMENT,SHP-969333B1,SHIPMENT,SHP-373FBD6A,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-8C4716E8.,72.0
LNK-2F7D6996,SHIPMENT,SHP-969333B1,SHIPMENT,SHP-B74970A7,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-8C4716E8.,72.0
LNK-EEE9CCC0,SHIPMENT,SHP-969333B1,SHIPMENT,SHP-36B9EE67,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-8C4716E8.,72.0
LNK-EEEC710A,SHIPMENT,SHP-CE318B37,SHIPMENT,SHP-69620EA9,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-8E8C7BFC.,72.0
LNK-66B15BBB,SHIPMENT,SHP-CE318B37,SHIPMENT,SHP-8D5BAE35,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-8E8C7BFC.,72.0
LNK-D54CAFAB,SHIPMENT,SHP-CE318B37,SHIPMENT,SHP-C2856960,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-8E8C7BFC.,72.0
LNK-D9FD8B70,SHIPMENT,SHP-CE318B37,SHIPMENT,SHP-C51A7746,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-8E8C7BFC.,72.0
LNK-E671EDBA,SHIPMENT,SHP-E78DAB87,SHIPMENT,SHP-40816814,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-920EE291.,72.0
LNK-448AC27E,SHIPMENT,SHP-E78DAB87,SHIPMENT,SHP-19A49F5E,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-920EE291.,72.0
LNK-4795348E,SHIPMENT,SHP-E78DAB87,SHIPMENT,SHP-F5C7ED6B,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-920EE291.,72.0
LNK-3F5B1D5D,SHIPMENT,SHP-E78DAB87,SHIPMENT,SHP-784187CD,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-920EE291.,72.0
LNK-AD5586C5,SHIPMENT,SHP-454D5CBA,SHIPMENT,SHP-7D7DDB60,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-93BBC0AE.,72.0
LNK-534089DE,SHIPMENT,SHP-BEC6DF8B,SHIPMENT,SHP-C0786763,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-953B7492.,72.0
LNK-06FE8742,SHIPMENT,SHP-BEC6DF8B,SHIPMENT,SHP-3866C0E1,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-953B7492.,72.0
LNK-B6B38582,SHIPMENT,SHP-BEC6DF8B,SHIPMENT,SHP-94551CE5,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-953B7492.,72.0
LNK-BC92FEF9,SHIPMENT,SHP-C0786763,SHIPMENT,SHP-3866C0E1,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-953B7492.,72.0
LNK-F50211D9,SHIPMENT,SHP-2249ADC5,SHIPMENT,SHP-B9E8CF7F,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-9A32A5BD.,72.0
LNK-5EF59263,SHIPMENT,SHP-2249ADC5,SHIPMENT,SHP-B3302155,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-9A32A5BD.,72.0
LNK-E72639E6,SHIPMENT,SHP-2249ADC5,SHIPMENT,SHP-A03C41FC,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-9A32A5BD.,72.0
LNK-86931F73,SHIPMENT,SHP-2249ADC5,SHIPMENT,SHP-70AE6536,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-9A32A5BD.,72.0
LNK-B6A49B21,SHIPMENT,SHP-86270B99,SHIPMENT,SHP-A8F83E8C,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-A14E5F6F.,72.0
LNK-AB4809A2,SHIPMENT,SHP-86270B99,SHIPMENT,SHP-E5579764,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-A14E5F6F.,72.0
LNK-9BDC73AA,SHIPMENT,SHP-A8F83E8C,SHIPMENT,SHP-E5579764,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-A14E5F6F.,72.0
LNK-E173ACFE,SHIPMENT,SHP-A171D20F,SHIPMENT,SHP-318FEFF8,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-A9908C11.,72.0
LNK-52F69E6C,SHIPMENT,SHP-A171D20F,SHIPMENT,SHP-12ED5200,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-A9908C11.,72.0
LNK-2A924DC4,SHIPMENT,SHP-A171D20F,SHIPMENT,SHP-724EFE77,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-A9908C11.,72.0
LNK-369F3E17,SHIPMENT,SHP-A171D20F,SHIPMENT,SHP-62CC423B,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-A9908C11.,72.0
LNK-80D5AEE2,SHIPMENT,SHP-EC22AD55,SHIPMENT,SHP-9FB88120,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-AA99CADF.,72.0
LNK-EF1C6C18,SHIPMENT,SHP-EC22AD55,SHIPMENT,SHP-E1406A3B,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-AA99CADF.,72.0
LNK-8E1461F5,SHIPMENT,SHP-EC22AD55,SHIPMENT,SHP-65C92A58,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-AA99CADF.,72.0
LNK-F00F8F40,SHIPMENT,SHP-EC22AD55,SHIPMENT,SHP-AC9163EC,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-AA99CADF.,72.0
LNK-0BFCC808,SHIPMENT,SHP-120F9E78,SHIPMENT,SHP-D19CCB5A,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-AEAA3C74.,72.0
LNK-92135094,SHIPMENT,SHP-120F9E78,SHIPMENT,SHP-2E9A5CB3,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-AEAA3C74.,72.0
LNK-8125CF5D,SHIPMENT,SHP-120F9E78,SHIPMENT,SHP-FA078696,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-AEAA3C74.,72.0
LNK-BD59B4A4,SHIPMENT,SHP-D19CCB5A,SHIPMENT,SHP-2E9A5CB3,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-AEAA3C74.,72.0
LNK-23E5F074,SHIPMENT,SHP-96435D83,SHIPMENT,SHP-08F05C9A,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-B4220363.,72.0
LNK-B8DD525D,SHIPMENT,SHP-96435D83,SHIPMENT,SHP-4C455CB0,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-B4220363.,72.0
LNK-74ACF543,SHIPMENT,SHP-96435D83,SHIPMENT,SHP-C54D411D,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-B4220363.,72.0
LNK-F71FC1F6,SHIPMENT,SHP-96435D83,SHIPMENT,SHP-1601EBD8,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-B4220363.,72.0
LNK-FB0AE92E,SHIPMENT,SHP-A96B4615,SHIPMENT,SHP-52C10382,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-B5D8E814.,72.0
LNK-DC0C20D9,SHIPMENT,SHP-A96B4615,SHIPMENT,SHP-F9F219EF,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-B5D8E814.,72.0
LNK-40FA9B6E,SHIPMENT,SHP-A96B4615,SHIPMENT,SHP-0BBF51D8,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-B5D8E814.,72.0
LNK-AE552883,SHIPMENT,SHP-A96B4615,SHIPMENT,SHP-5459D155,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-B5D8E814.,72.0
LNK-0E21FE3C,SHIPMENT,SHP-42B8D449,SHIPMENT,SHP-00AF7594,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-B9296496.,72.0
LNK-B20B31F6,SHIPMENT,SHP-42B8D449,SHIPMENT,SHP-CC4E6DD2,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-B9296496.,72.0
LNK-170F780D,SHIPMENT,SHP-00AF7594,SHIPMENT,SHP-CC4E6DD2,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-B9296496.,72.0
LNK-FD920487,SHIPMENT,SHP-F93D8396,SHIPMENT,SHP-4CF1CE63,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-BA81F106.,72.0
LNK-8D0EE4C5,SHIPMENT,SHP-F93D8396,SHIPMENT,SHP-33A77D7F,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-BA81F106.,72.0
LNK-6056FE1D,SHIPMENT,SHP-F93D8396,SHIPMENT,SHP-C3F07211,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-BA81F106.,72.0
LNK-3D24F472,SHIPMENT,SHP-F93D8396,SHIPMENT,SHP-1ADA3D2B,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-BA81F106.,72.0
LNK-075A2FA6,SHIPMENT,SHP-342DBA69,SHIPMENT,SHP-5C597A78,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-BDB5EE5C.,72.0
LNK-9B80C5FF,SHIPMENT,SHP-4CB8D98C,SHIPMENT,SHP-8EE221E1,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-C5004365.,72.0
LNK-33974B66,SHIPMENT,SHP-4CB8D98C,SHIPMENT,SHP-9B4B6663,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-C5004365.,72.0
LNK-3CBCCA0D,SHIPMENT,SHP-4CB8D98C,SHIPMENT,SHP-E5FF13AF,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-C5004365.,72.0
LNK-024ED48C,SHIPMENT,SHP-4CB8D98C,SHIPMENT,SHP-FF07E7DD,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-C5004365.,72.0
LNK-39BAC70A,SHIPMENT,SHP-0F340728,SHIPMENT,SHP-C5FC7D4E,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-C9C4D321.,72.0
LNK-767B5E26,SHIPMENT,SHP-019B6CE3,SHIPMENT,SHP-A99E072C,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-CA86CAF6.,72.0
LNK-8C97C3D9,SHIPMENT,SHP-019B6CE3,SHIPMENT,SHP-735BE970,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-CA86CAF6.,72.0
LNK-83EC645E,SHIPMENT,SHP-A99E072C,SHIPMENT,SHP-735BE970,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-CA86CAF6.,72.0
LNK-B520712F,SHIPMENT,SHP-54BFC863,SHIPMENT,SHP-C45D299C,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-CAE2C79F.,72.0
LNK-8483B291,SHIPMENT,SHP-49BB104A,SHIPMENT,SHP-B129FA13,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-CE1D2BF3.,72.0
LNK-704E06A8,SHIPMENT,SHP-49BB104A,SHIPMENT,SHP-769C5122,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-CE1D2BF3.,72.0
LNK-BE97008E,SHIPMENT,SHP-49BB104A,SHIPMENT,SHP-58B5EE00,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-CE1D2BF3.,72.0
LNK-1A83D10B,SHIPMENT,SHP-B129FA13,SHIPMENT,SHP-769C5122,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-CE1D2BF3.,72.0
LNK-3FD60FEE,SHIPMENT,SHP-09B41CF2,SHIPMENT,SHP-51692065,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-CE4C3B2A.,72.0
LNK-8EF01B4B,SHIPMENT,SHP-09B41CF2,SHIPMENT,SHP-032115C8,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-CE4C3B2A.,72.0
LNK-7A7A46CB,SHIPMENT,SHP-09B41CF2,SHIPMENT,SHP-DC66FF5B,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-CE4C3B2A.,72.0
LNK-9DA4F0E1,SHIPMENT,SHP-09B41CF2,SHIPMENT,SHP-FF445DCC,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-CE4C3B2A.,72.0
LNK-20821968,SHIPMENT,SHP-BAEB165D,SHIPMENT,SHP-3A949193,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-CF6FE00C.,72.0
LNK-5B0A2C24,SHIPMENT,SHP-BAEB165D,SHIPMENT,SHP-345CB30B,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-CF6FE00C.,72.0
LNK-94DDE431,SHIPMENT,SHP-BAEB165D,SHIPMENT,SHP-E9A93701,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-CF6FE00C.,72.0
LNK-67056E5C,SHIPMENT,SHP-BAEB165D,SHIPMENT,SHP-9B2807C0,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-CF6FE00C.,72.0
LNK-DE811AFF,SHIPMENT,SHP-DE4B5474,SHIPMENT,SHP-7E40A6A5,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-D1F669CE.,72.0
LNK-D10A927F,SHIPMENT,SHP-DE4B5474,SHIPMENT,SHP-6CB9CADF,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-D1F669CE.,72.0
LNK-2162C75B,SHIPMENT,SHP-DE4B5474,SHIPMENT,SHP-7070B5DE,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-D1F669CE.,72.0
LNK-3746E1F3,SHIPMENT,SHP-DE4B5474,SHIPMENT,SHP-03A17425,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-D1F669CE.,72.0
LNK-2F74387D,SHIPMENT,SHP-42E38DD4,SHIPMENT,SHP-4F4C8F3E,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-D7A1FC4E.,72.0
LNK-161426D3,SHIPMENT,SHP-42E38DD4,SHIPMENT,SHP-F5A6E640,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-D7A1FC4E.,72.0
LNK-6001E568,SHIPMENT,SHP-42E38DD4,SHIPMENT,SHP-8023A8A5,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-D7A1FC4E.,72.0
LNK-25761BC7,SHIPMENT,SHP-42E38DD4,SHIPMENT,SHP-02348E9D,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-D7A1FC4E.,72.0
LNK-5645F544,SHIPMENT,SHP-4A6DC090,SHIPMENT,SHP-F58D170A,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-DUP-000.,72.0
LNK-9AEF440C,SHIPMENT,SHP-4A6DC090,SHIPMENT,SHP-7EB72CFD,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-DUP-000.,72.0
LNK-AB880DD0,SHIPMENT,SHP-4A6DC090,SHIPMENT,SHP-B949244A,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-DUP-000.,72.0
LNK-EED982B5,SHIPMENT,SHP-4A6DC090,SHIPMENT,SHP-16B26C5C,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-DUP-000.,72.0
LNK-04378EC4,SHIPMENT,SHP-CF55BC6D,SHIPMENT,SHP-707DCC60,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-DUP-001.,72.0
LNK-081729B0,SHIPMENT,SHP-CF55BC6D,SHIPMENT,SHP-FDAB9DE9,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-DUP-001.,72.0
LNK-E732AD04,SHIPMENT,SHP-CF55BC6D,SHIPMENT,SHP-84E1A3D6,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-DUP-001.,72.0
LNK-67102803,SHIPMENT,SHP-CF55BC6D,SHIPMENT,SHP-F37B2008,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-DUP-001.,72.0
LNK-5A699764,SHIPMENT,SHP-4D4F159E,SHIPMENT,SHP-DF6C8700,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-DUP-002.,72.0
