shipment_id,incident_id,actor_id,vehicle_id,transport_type,departure_date,arrival_date,shipment_weight,status
SHP-25646780,INC-1F9B79FA,ACT-FD05814E,VEH-D1F669CE,Mixed,2024-07-03,2024-07-10,42.73,Intercepted
SHP-C2086D08,INC-B7B4001A,ACT-E039AAEB,VEH-F1AF1ECA,Rail,2024-07-06,2024-08-01,26.23,In Transit
SHP-DB5B7C4B,INC-BBF6FF7D,ACT-A19B3B13,VEH-52246933,Road,2024-07-08,2024-08-05,56.15,Intercepted
SHP-86757301,INC-E2003313,ACT-74B10513,VEH-642110EA,Mixed,2024-07-08,2024-08-03,21.6,Delivered
SHP-F9307610,INC-F16B3BA6,ACT-8AF11CFA,VEH-4FFBE26F,Road,2024-07-12,2024-07-22,72.54,Delivered
SHP-7E962700,INC-C678EEF3,ACT-40058B0F,VEH-6A29C4F6,Road,2024-07-15,2024-07-23,9.86,Delayed
SHP-2C010980,INC-5BEA51F2,ACT-EBD0B65D,VEH-8C4716E8,Mixed,2024-07-19,2024-08-20,37.1,Delivered
SHP-73E7D995,INC-C431ADBC,ACT-DUP-0002,VEH-386D9F56,Road,2024-07-24,2024-08-21,189.62,Intercepted
SHP-1D740FF4,INC-F9FFB5E7,ACT-239810D5,VEH-6D08839D,Road,2024-08-01,2024-08-18,13.46,In Transit
SHP-BE1B4FF4,INC-B8101499,ACT-8F24BB27,VEH-0D3D5473,Mixed,2024-08-08,2024-09-14,17.99,Delivered
SHP-62F7A497,INC-8A267DEE,ACT-CA6408EB,VEH-4FFBE26F,Road,2024-08-10,2024-09-07,52.59,Delivered
SHP-2A40369F,INC-1D3FC12F,ACT-A05EB96B,VEH-69A64C1C,Road,2024-08-11,2024-09-06,38.92,Intercepted
SHP-F7ED1158,INC-976F24FE,ACT-C48421F9,VEH-F22B1F49,Sea Freight,2024-08-12,2024-09-25,45.4,Delayed
SHP-80C73A8B,INC-94B20477,ACT-71CD333C,VEH-3E4BA0D6,Rail,2024-08-15,2024-08-25,51.43,Delivered
SHP-CA66F8C1,INC-3911A5DD,ACT-ADF3339E,VEH-F7F36C05,Mixed,2024-08-17,2024-09-25,58.63,Intercepted
SHP-5D9BC661,INC-42FE4868,ACT-74B10513,VEH-E779DE2C,Air Cargo,2024-08-17,2024-09-19,89.9,Delivered
SHP-609ACF98,INC-00274222,ACT-480A6546,VEH-3B9C1DE1,Air Cargo,2024-08-18,2024-09-15,47.89,Intercepted
SHP-00735626,INC-1CDD4560,ACT-DUP-0005,VEH-89A02B74,Road,2024-08-18,2024-09-05,26.65,Delivered
SHP-0B687A42,INC-063C1F2C,ACT-5BCEA423,VEH-52CEF0A2,Rail,2024-08-22,2024-09-18,60.66,Intercepted
SHP-70F429FF,INC-C34BD297,ACT-C246476B,VEH-C5004365,Rail,2024-08-23,2024-09-12,183.07,In Transit
SHP-C54D411D,INC-D7628F86,ACT-6C6CC66E,VEH-B4220363,Rail,2024-08-25,2024-09-09,29.39,Delayed
SHP-E8138B8E,INC-BF08DBB6,ACT-A9F1176D,VEH-7DDE0FB2,Sea Freight,2024-08-28,2024-10-01,13.78,In Transit
SHP-DE3CAB36,INC-10F165CA,ACT-FD05814E,VEH-39068AE2,Sea Freight,2024-08-28,2024-10-08,89.69,Intercepted
SHP-BE570340,INC-D34E63D1,ACT-8A3A138F,VEH-E779DE2C,Sea Freight,2024-08-31,2024-10-10,29.72,Delivered
SHP-0CD89D47,INC-1B2B6136,ACT-9150A102,VEH-79A71B87,Air Cargo,2024-09-01,2024-09-22,4.69,In Transit
SHP-5C597A78,INC-37F58A26,ACT-D2CB78D6,VEH-BDB5EE5C,Air Cargo,2024-09-03,2024-10-04,71.0,In Transit
SHP-226398C4,INC-60F32002,ACT-024E3B6A,VEH-58A0266E,Rail,2024-09-06,2024-09-15,20.45,Intercepted
SHP-B409E54D,INC-A1D80761,ACT-1B6D6C5C,VEH-7815991E,Rail,2024-09-12,2024-10-16,30.52,Intercepted
SHP-EB6A3B53,INC-FE7DD637,ACT-8AF11CFA,VEH-42F5939A,Sea Freight,2024-09-14,2024-10-03,44.65,Delivered
SHP-62FA5D69,INC-C462BE8D,ACT-0137B6D6,VEH-0D3D5473,Sea Freight,2024-09-15,2024-10-06,39.31,Delivered
SHP-E9A93701,INC-FE66FC1A,ACT-EBD0B65D,VEH-CF6FE00C,Rail,2024-09-26,2024-10-10,62.71,Intercepted
SHP-696C7055,INC-F7233FDE,ACT-F73F1F34,VEH-D1F669CE,Mixed,2024-09-27,2024-11-07,22.38,In Transit
SHP-6881AB82,INC-2C70FAE0,ACT-F73F1F34,VEH-F1AF1ECA,Sea Freight,2024-09-27,2024-10-10,52.55,Delayed
SHP-AEEC1854,INC-CE3FC3E6,ACT-95A4317F,VEH-55A72D76,Mixed,2024-09-28,2024-11-02,26.22,Intercepted
SHP-CF38DC94,INC-BD8D0EED,ACT-ADB13586,VEH-AA99CADF,Air Cargo,2024-09-29,2024-11-05,64.39,In Transit
SHP-8B1C559F,INC-E52BE33F,ACT-0D3A69A7,VEH-69A64C1C,Mixed,2024-10-02,2024-10-28,57.62,Intercepted
SHP-FAA8BE83,INC-C23A7161,ACT-B1A0AF66,VEH-7815991E,Sea Freight,2024-10-07,2024-11-21,14.27,In Transit
SHP-BC803011,INC-37FAC3CA,ACT-E039AAEB,VEH-C5004365,Rail,2024-10-13,2024-11-07,88.0,Delivered
SHP-984AE4C8,INC-503191E9,ACT-6C2A62E9,VEH-39068AE2,Mixed,2024-10-22,2024-12-06,20.44,Delivered
SHP-0974743F,INC-8EB5B84D,ACT-40058B0F,VEH-3B9C1DE1,Air Cargo,2024-10-23,2024-11-21,68.53,In Transit
SHP-19318CD0,INC-18B3A5B0,ACT-A7290540,VEH-3030EB47,Rail,2024-10-24,2024-12-05,46.09,Intercepted
SHP-6E1FBE5F,INC-17AA367E,ACT-20D0E245,VEH-6989DB09,Sea Freight,2024-11-02,2024-11-24,173.19,In Transit
SHP-1D0D25D3,INC-B340A50F,ACT-DUP-0007,VEH-D1F669CE,Air Cargo,2024-11-18,2024-12-31,27.08,In Transit
SHP-49103E47,INC-F8517BB9,ACT-0D3A69A7,VEH-42F5939A,Road,2024-12-01,2025-01-09,24.18,Delivered
SHP-98635F02,INC-3C7F2D1E,ACT-6C2A62E9,VEH-F22B1F49,Rail,2024-12-08,2025-01-13,32.54,In Transit
SHP-8E014C58,INC-A90DF55B,ACT-C1CE62FB,VEH-F95FA7A4,Road,2024-12-15,2024-12-28,25.21,Intercepted
SHP-F53486DB,INC-2005D018,ACT-F70E04EC,VEH-52CEF0A2,Sea Freight,2024-12-16,2025-01-12,68.03,In Transit
SHP-AD736F35,INC-CD369185,ACT-9DC49715,VEH-7815991E,Road,2024-12-16,2024-12-23,7.73,Intercepted
SHP-4D46DC8C,INC-9E289A1E,ACT-D4295B58,VEH-AA99CADF,Sea Freight,2024-12-21,2025-01-25,12.83,Intercepted
SHP-E0BF69A2,INC-4BCBFFEF,ACT-F70E04EC,VEH-16615E5D,Rail,2024-12-30,2025-01-27,12.67,Delayed
SHP-4F0611D8,INC-A8E89DAC,ACT-A9F1176D,VEH-66E3BDFD,Rail,2025-01-02,2025-02-07,77.89,Delayed
SHP-BAC9093F,INC-9C66862F,ACT-61CA522C,VEH-AA99CADF,Sea Freight,2025-01-04,2025-01-21,154.4,Delivered
SHP-E0314A4A,INC-B8872C0C,ACT-DUP-0004,VEH-69A64C1C,Mixed,2025-01-05,2025-01-18,30.14,Delayed
SHP-1601EBD8,INC-C080047C,ACT-ADF3339E,VEH-B4220363,Road,2025-01-14,2025-02-01,28.45,In Transit
SHP-034D988D,INC-9B509137,ACT-DUP-0005,VEH-7DDE0FB2,Sea Freight,2025-01-23,2025-02-07,35.27,Delayed
SHP-0E68330E,INC-38A2513D,ACT-28E1066F,VEH-B5D8E814,Road,2025-01-24,2025-02-28,94.23,Intercepted
SHP-C9ED75F0,INC-62F9706C,ACT-DBBBE5BC,VEH-F1AF1ECA,Road,2025-01-25,2025-02-01,14.37,In Transit
SHP-56C39FB2,INC-89C9D480,ACT-3FD962A7,VEH-B5D8E814,Rail,2025-01-27,2025-03-02,41.04,Intercepted
SHP-E47771CF,INC-6E3D7227,ACT-BA821236,VEH-E89C1A00,Sea Freight,2025-01-30,2025-03-02,79.65,Delivered
SHP-93670319,INC-C331EBE5,ACT-DUP-0007,VEH-FC911057,Air Cargo,2025-01-31,2025-03-11,51.99,In Transit
SHP-C3106386,INC-10093B7D,ACT-F513E9F2,VEH-4C11904A,Road,2025-02-01,2025-03-11,39.28,Intercepted
SHP-B4893529,INC-1773DDC0,ACT-DBBBE5BC,VEH-4FFBE26F,Mixed,2025-02-14,2025-02-24,81.53,Delayed
SHP-129C645D,INC-CFB16B32,ACT-7A15D23A,VEH-E779DE2C,Rail,2025-02-15,2025-03-19,2.91,Delayed
SHP-33B0EF1B,INC-589AB78F,ACT-157A0D7D,VEH-89A02B74,Rail,2025-02-16,2025-03-31,60.95,Delayed
SHP-5784FB8F,INC-94298C74,ACT-DUP-0008,VEH-F7F36C05,Sea Freight,2025-02-18,2025-03-17,18.38,In Transit
SHP-F8F771F9,INC-A87B0AD0,ACT-EBD0B65D,VEH-3030EB47,Mixed,2025-02-24,2025-03-28,6.38,In Transit
SHP-6CBEE4A2,INC-43C37A4A,ACT-525CFB31,VEH-4FFBE26F,Mixed,2025-02-26,2025-03-10,52.46,Delivered
SHP-98D304A0,INC-515699A6,ACT-EB994163,VEH-020B8766,Sea Freight,2025-02-28,2025-04-05,114.01,Delivered
SHP-113E4A24,INC-30BA3CAE,ACT-DUP-0002,VEH-3030EB47,Road,2025-03-02,2025-04-07,29.26,Delayed
SHP-7D2F8888,INC-BE5B30E7,ACT-CA6408EB,VEH-74BDC153,Sea Freight,2025-03-02,2025-03-16,78.07,Intercepted
SHP-F8EE6E5D,INC-1531B1ED,ACT-FD05814E,VEH-F22B1F49,Sea Freight,2025-03-03,2025-04-01,141.32,In Transit
SHP-6ADD7452,INC-060C103D,ACT-6F081E40,VEH-58A0266E,Rail,2025-03-08,2025-03-25,108.14,In Transit
SHP-D633CBAE,INC-9E823210,ACT-76F7BDE8,VEH-B4220363,Air Cargo,2025-03-08,2025-03-31,144.89,In Transit
SHP-BDE0932B,INC-B5390996,ACT-480A6546,VEH-8E8C7BFC,Air Cargo,2025-03-20,2025-04-21,64.58,Intercepted
SHP-D9692695,INC-512A9B14,ACT-451B57E0,VEH-69A64C1C,Mixed,2025-03-23,2025-04-05,35.44,In Transit
SHP-2DDB489A,INC-CA1AE4F9,ACT-DUP-0010,VEH-89A02B74,Air Cargo,2025-03-23,2025-04-27,7.83,Delayed
SHP-37707DFC,INC-BF83886D,ACT-F73F1F34,VEH-4FFBE26F,Mixed,2025-03-24,2025-03-31,26.54,Delayed
SHP-EB1F3C85,INC-8946B5F9,ACT-B62E0FB9,VEH-46969AFB,Mixed,2025-03-29,2025-05-12,15.5,Delivered
SHP-0A7263D8,INC-3A7D94EE,ACT-A8B80500,VEH-58A0266E,Mixed,2025-03-29,2025-04-13,233.66,Intercepted
SHP-179999CB,INC-D360954F,ACT-B1A0AF66,VEH-8C4716E8,Mixed,2025-04-03,2025-05-12,28.27,Delivered
SHP-9F153763,INC-5ECD4F9B,ACT-1B6D6C5C,VEH-44FE90AD,Road,2025-04-04,2025-04-28,37.0,Delayed
SHP-2E07809E,INC-41438DE4,ACT-93684B5D,VEH-6989DB09,Mixed,2025-04-05,2025-04-20,54.4,Intercepted
SHP-DDC61FF7,INC-A5B18D16,ACT-1D992B5E,VEH-2B492B5D,Air Cargo,2025-04-08,2025-05-20,34.44,Delivered
SHP-C07F17B8,INC-A03A3F0C,ACT-61CA522C,VEH-79A71B87,Air Cargo,2025-04-09,2025-05-04,152.25,Intercepted
SHP-94551CE5,INC-63DF534D,ACT-DUP-0003,VEH-953B7492,Mixed,2025-04-13,2025-04-27,18.91,Delayed
SHP-937EFE10,INC-9DA78801,ACT-F702EB53,VEH-3030EB47,Sea Freight,2025-04-14,2025-05-25,39.45,In Transit
SHP-2E22B307,INC-8F5F24D4,ACT-7187AEBF,VEH-55A72D76,Sea Freight,2025-04-14,2025-04-22,16.98,In Transit
SHP-16160908,INC-D6764190,ACT-EA441661,VEH-66E3BDFD,Road,2025-04-15,2025-05-04,10.09,Intercepted
SHP-F71CB467,INC-48AB8F6C,ACT-40058B0F,VEH-E779DE2C,Air Cargo,2025-04-19,2025-05-05,19.09,In Transit
SHP-8D3DB285,INC-7A465F5A,ACT-3EC2CAB2,VEH-8B42C37D,Mixed,2025-04-24,2025-05-23,32.03,Delivered
SHP-1E778C83,INC-3309C37C,ACT-4A810E54,VEH-8C4716E8,Mixed,2025-04-26,2025-06-07,22.5,Intercepted
SHP-EF80DB2D,INC-728F0959,ACT-A8B80500,VEH-55A72D76,Rail,2025-04-30,2025-05-10,17.76,Intercepted
SHP-2F63ECC3,INC-431E4BE0,ACT-20D0E245,VEH-6989DB09,Road,2025-05-05,2025-06-16,9.34,Delivered
SHP-82E7E092,INC-FF21C80A,ACT-130BC3BE,VEH-386D9F56,Mixed,2025-05-06,2025-06-10,30.73,Delivered
SHP-924876C7,INC-9F36A672,ACT-BDA5B9AD,VEH-F22B1F49,Air Cargo,2025-05-14,2025-06-02,8.55,In Transit
SHP-B65D3AA1,INC-5F1EE080,ACT-F134FC9B,VEH-F95FA7A4,Rail,2025-05-17,2025-06-04,65.63,In Transit
SHP-1BA7D707,INC-DC1DE291,ACT-6C2A62E9,VEH-52246933,Air Cargo,2025-05-17,2025-06-20,35.67,Delivered
SHP-BF069F6D,INC-05AA8387,ACT-5BCEA423,VEH-7769BEB2,Road,2025-05-18,2025-07-01,8.92,Delayed
SHP-9248EEB2,INC-33BF5D05,ACT-ADB13586,VEH-B5D8E814,Road,2025-05-19,2025-06-04,25.07,In Transit
SHP-91E9DFD0,INC-DF24931D,ACT-CFAB48FB,VEH-875537E2,Sea Freight,2025-05-24,2025-06-19,16.83,Intercepted
SHP-AF0EB92C,INC-D3B016C3,ACT-FDE9DAFE,VEH-6989DB09,Mixed,2025-05-28,2025-07-07,44.14,In Transit
SHP-01A77701,INC-0EBE2272,ACT-802FEC44,VEH-74BDC153,Mixed,2025-06-01,2025-07-10,110.65,Delayed
SHP-1891CCA1,INC-822AF71E,ACT-CA6408EB,VEH-79A71B87,Air Cargo,2025-06-01,2025-06-13,6.12,Intercepted
SHP-9B2807C0,INC-BFF12B37,ACT-40058B0F,VEH-CF6FE00C,Air Cargo,2025-06-02,2025-06-30,36.73,Delayed
SHP-DAC0CE5E,INC-ACD8DFCD,ACT-F70E04EC,VEH-3030EB47,Road,2025-06-10,2025-07-22,28.67,Delayed
SHP-C81F88C9,INC-C54BDAF9,ACT-6AB623B4,VEH-B4220363,Sea Freight,2025-06-10,2025-07-02,60.59,Intercepted
SHP-4A6DC090,INC-CFDECC5B,ACT-DUP-0002,VEH-DUP-000,Rail,2024-02-20,2024-03-22,40.12,Intercepted
SHP-A06F116A,INC-3B76D32D,ACT-DUP-0010,VEH-DUP-042,Road,2024-03-28,2024-05-08,16.83,In Transit
SHP-9537A80C,INC-E8CE8DB8,ACT-DUP-0008,VEH-DUP-031,Mixed,2024-04-16,2024-05-26,24.85,Delayed
SHP-F58D170A,INC-5B989C61,ACT-DUP-0002,VEH-DUP-000,Road,2024-04-20,2024-05-28,16.18,Delivered
SHP-79ED8BC7,INC-2E6A776F,ACT-DUP-0004,VEH-DUP-012,Sea Freight,2024-04-27,2024-05-24,87.22,In Transit
SHP-4D4F159E,INC-6D25D6CE,ACT-DUP-0001,VEH-DUP-002,Mixed,2024-05-12,2024-05-29,33.76,In Transit
SHP-8E7FE940,INC-1D3F2B36,ACT-DUP-0007,VEH-DUP-030,Air Cargo,2024-05-21,2024-06-01,183.29,Delayed
SHP-A3144CB6,INC-3ED8334F,ACT-DUP-0006,VEH-DUP-020,Mixed,2024-06-02,2024-06-15,31.36,Delayed
SHP-DF6C8700,INC-D7D8E05F,ACT-DUP-0002,VEH-DUP-002,Air Cargo,2024-06-08,2024-06-19,17.5,In Transit
SHP-3FE9C6B5,INC-94B20477,ACT-DUP-0002,VEH-DUP-002,Road,2024-08-15,2024-09-20,8.48,In Transit
SHP-7EB72CFD,INC-3911A5DD,ACT-DUP-0001,VEH-DUP-000,Sea Freight,2024-08-17,2024-08-29,6.54,Delivered
SHP-16AC1D68,INC-063C1F2C,ACT-DUP-0008,VEH-DUP-032,Sea Freight,2024-08-22,2024-09-14,7.96,Delivered
SHP-CF55BC6D,INC-C34BD297,ACT-DUP-0001,VEH-DUP-001,Rail,2024-08-23,2024-09-15,42.12,Delayed
SHP-6BD0F7FC,INC-D7628F86,ACT-DUP-0003,VEH-DUP-011,Road,2024-08-25,2024-09-26,52.34,In Transit
SHP-DA2D46E8,INC-10F165CA,ACT-DUP-0004,VEH-DUP-012,Sea Freight,2024-08-28,2024-09-28,7.98,In Transit
SHP-01C9FE0C,INC-60F32002,ACT-DUP-0004,VEH-DUP-012,Mixed,2024-09-06,2024-09-17,74.11,In Transit
SHP-7302810F,INC-FE66FC1A,ACT-DUP-0003,VEH-DUP-011,Mixed,2024-09-26,2024-10-07,21.44,In Transit
SHP-1A1ADE18,INC-BD8D0EED,ACT-DUP-0007,VEH-DUP-032,Road,2024-09-29,2024-10-24,37.79,In Transit
SHP-066B7052,INC-E52BE33F,ACT-DUP-0004,VEH-DUP-011,Rail,2024-10-02,2024-10-27,141.32,Delayed
SHP-BD292C40,INC-17AA367E,ACT-DUP-0003,VEH-DUP-011,Air Cargo,2024-11-02,2024-11-10,74.23,Delivered
SHP-C348BDD1,INC-A8E89DAC,ACT-DUP-0002,VEH-DUP-002,Rail,2025-01-02,2025-01-17,26.01,Intercepted
SHP-707DCC60,INC-10093B7D,ACT-DUP-0002,VEH-DUP-001,Road,2025-02-01,2025-02-17,14.85,In Transit
SHP-FF83ECAB,INC-589AB78F,ACT-DUP-0002,VEH-DUP-002,Air Cargo,2025-02-16,2025-03-30,4.77,In Transit
SHP-9FE1CB00,INC-BE5B30E7,ACT-DUP-0010,VEH-DUP-040,Mixed,2025-03-02,2025-03-11,17.34,Delayed
SHP-D449AF2E,INC-8946B5F9,ACT-DUP-0001,VEH-DUP-002,Sea Freight,2025-03-29,2025-05-09,27.38,Intercepted
SHP-6B08364B,INC-A5B18D16,ACT-DUP-0006,VEH-DUP-022,Road,2025-04-08,2025-04-28,13.62,Delivered
SHP-E7990B55,INC-D6764190,ACT-DUP-0009,VEH-DUP-042,Mixed,2025-04-15,2025-05-18,29.43,Delivered
SHP-D33DD95F,INC-FF21C80A,ACT-DUP-0008,VEH-DUP-030,Air Cargo,2025-05-06,2025-05-23,35.49,Intercepted
SHP-D0D71A26,INC-DC1DE291,ACT-DUP-0007,VEH-DUP-030,Air Cargo,2025-05-17,2025-06-05,27.05,In Transit
SHP-AF854377,INC-0EBE2272,ACT-DUP-0004,VEH-DUP-011,Mixed,2025-06-01,2025-07-13,18.45,In Transit
SHP-0741375C,INC-30714B3F,ACT-DUP-0007,VEH-DUP-032,Sea Freight,2025-06-24,2025-07-19,38.54,Intercepted
SHP-B949244A,INC-DABFAEBC,ACT-DUP-0001,VEH-DUP-000,Mixed,2025-06-26,2025-07-09,49.29,Delayed
SHP-FDAB9DE9,INC-C9972064,ACT-DUP-0001,VEH-DUP-001,Air Cargo,2025-06-29,2025-07-27,12.41,Delivered
SHP-465619F4,INC-CDA89BFA,ACT-DUP-0010,VEH-DUP-041,Mixed,2025-06-30,2025-07-13,117.9,In Transit
SHP-8453E66D,INC-84D99EB6,ACT-DUP-0008,VEH-DUP-031,Rail,2025-07-16,2025-08-04,30.3,Delayed
SHP-F3A0F335,INC-60A557B7,ACT-DUP-0004,VEH-DUP-012,Road,2025-11-02,2025-11-30,33.68,Delivered
SHP-5D42D6A0,INC-BC46527B,ACT-DUP-0008,VEH-DUP-032,Road,2025-11-14,2025-12-27,62.64,Intercepted
SHP-6A8D2226,INC-9A927874,ACT-DUP-0009,VEH-DUP-040,Sea Freight,2025-11-17,2025-12-21,40.85,Intercepted
SHP-9D6D22AB,INC-EF577071,ACT-DUP-0006,VEH-DUP-020,Rail,2025-11-28,2025-12-20,78.09,Intercepted
SHP-C97A9675,INC-32161C4F,ACT-DUP-0005,VEH-DUP-020,Road,2025-12-21,2026-01-20,42.88,Delayed
SHP-A4A1B799,INC-822B9C23,ACT-DUP-0009,VEH-DUP-041,Road,2025-12-29,2026-02-03,19.08,Intercepted
SHP-0F5B3CE7,INC-8D27A117,ACT-DUP-0001,VEH-DUP-002,Sea Freight,2026-01-19,2026-02-26,45.85,Delivered
SHP-F2F5E0AF,INC-17D6DB38,ACT-DUP-0005,VEH-DUP-020,Road,2026-02-06,2026-03-23,11.83,Delivered
SHP-8E16AA06,INC-40171DBA,ACT-DUP-0007,VEH-DUP-030,Road,2026-03-17,2026-04-27,36.51,In Transit
SHP-16B26C5C,INC-DA76F294,ACT-DUP-0002,VEH-DUP-000,Mixed,2026-04-25,2026-05-06,32.14,In Transit
SHP-1662F215,INC-8701EC71,ACT-DUP-0005,VEH-DUP-022,Rail,2026-05-25,2026-07-08,27.46,Delivered
SHP-FDE45355,INC-403FDB4C,ACT-DUP-0006,VEH-DUP-022,Road,2026-05-26,2026-06-04,29.5,Delayed
SHP-AFB705AD,INC-877EF9A7,ACT-DUP-0010,VEH-DUP-041,Rail,2026-06-16,2026-07-02,6.09,Delivered
SHP-3E380296,INC-6391E51B,ACT-DUP-0005,VEH-DUP-022,Road,2026-06-19,2026-08-02,20.21,Delivered
SHP-432636AE,INC-92F2DDB3,ACT-DUP-0007,VEH-DUP-032,Mixed,2026-06-28,2026-08-03,36.0,In Transit
SHP-1EA398BC,INC-8FA93DB2,ACT-DUP-0010,VEH-DUP-041,Mixed,2026-07-07,2026-08-08,38.24,In Transit
SHP-B7375EF5,INC-1B0E87B2,ACT-DUP-0003,VEH-DUP-012,Air Cargo,2026-07-24,2026-08-15,13.13,Delivered
SHP-753ABA9B,INC-A251BBF1,ACT-DUP-0004,VEH-DUP-010,Air Cargo,2026-07-26,2026-08-30,103.46,Delivered
SHP-FD54F1F2,INC-FE8EFEF7,ACT-DUP-0008,VEH-DUP-031,Sea Freight,2026-07-31,2026-09-06,15.19,Delivered
SHP-82B2D615,INC-5319B266,ACT-DUP-0007,VEH-DUP-030,Sea Freight,2026-08-28,2026-10-05,79.24,Intercepted
SHP-D8F1E3CB,INC-6643099B,ACT-DUP-0005,VEH-DUP-020,Sea Freight,2026-08-31,2026-09-30,48.64,Delivered
SHP-8561C5A1,INC-B3F13D55,ACT-DUP-0007,VEH-DUP-031,Rail,2026-09-01,2026-10-11,18.51,Delayed
SHP-C10B5F31,INC-48A7B2CB,ACT-DUP-0004,VEH-DUP-010,Sea Freight,2026-09-02,2026-10-08,163.66,Intercepted
SHP-2A15FD0A,INC-4A1D04B0,ACT-DUP-0009,VEH-DUP-042,Mixed,2026-09-07,2026-09-20,11.31,Intercepted
SHP-86167D32,INC-F4EEC901,ACT-DUP-0007,VEH-DUP-032,Mixed,2026-09-13,2026-10-06,75.73,Delivered
SHP-7784A7EB,INC-D7A578CB,ACT-DUP-0007,VEH-DUP-032,Rail,2026-09-13,2026-10-14,81.49,Intercepted
SHP-20748248,INC-F97EDDD5,ACT-DUP-0006,VEH-DUP-022,Sea Freight,2026-09-25,2026-11-08,18.11,Intercepted
SHP-8EEF568D,INC-EEE150DB,ACT-DUP-0001,VEH-DUP-000,Mixed,2026-09-29,2026-10-30,115.96,Delayed
SHP-84E1A3D6,INC-024F87A5,ACT-DUP-0002,VEH-DUP-001,Rail,2026-10-03,2026-11-01,26.44,Delayed
SHP-E45F80E9,INC-4187585A,ACT-DUP-0004,VEH-DUP-010,Mixed,2026-10-15,2026-11-29,42.94,Delivered
SHP-9AE02EE3,INC-D10E4C8F,ACT-DUP-0002,VEH-DUP-000,Air Cargo,2026-10-24,2026-11-28,41.86,In Transit
SHP-BD8C4AD8,INC-4E49C454,ACT-DUP-0004,VEH-DUP-012,Road,2026-11-10,2026-12-19,29.34,Delivered
SHP-B11C289A,INC-131AE7EA,ACT-DUP-0005,VEH-DUP-020,Air Cargo,2026-11-19,2026-12-05,68.7,Intercepted
SHP-9D2F2691,INC-ECB2E22B,ACT-DUP-0006,VEH-DUP-022,Sea Freight,2026-11-24,2027-01-08,67.64,Delivered
SHP-F37B2008,INC-A6C53A45,ACT-DUP-0002,VEH-DUP-001,Sea Freight,2026-12-02,2027-01-04,6.86,Delayed
SHP-47F0F468,INC-00F43BE5,ACT-DUP-0007,VEH-DUP-031,Air Cargo,2026-12-13,2027-01-19,107.12,Delivered
SHP-D0FB7BD5,INC-E41D08F2,ACT-DUP-0005,VEH-DUP-020,Air Cargo,2026-12-20,2027-01-22,7.42,In Transit
