target_type,target_id,risk_score,intelligence_confidence,investigation_priority,trade_score,route_score,entity_score,linguistic_score,animal_score,cross_evidence_alignment,evidence_stream_count,evidence_streams,supporting_incidents,supporting_routes,supporting_actors,explanation
ACTOR,ACT-95A4317F,44.64,50.04,LOW,25.08,86.94,8.65,38.91,0.0,25.0,3,TRADE|ROUTE|LINGUISTIC,INC-66FE58C2|INC-0AD78984,RTE-83C30583|RTE-F51C2F2E,ACT-95A4317F,
INCIDENT,INC-10F165CA,44.49,73.46,LOW,32.07,22.81,68.47,40.0,0.0,25.0,4,TRADE|ROUTE|ENTITY|LINGUISTIC,INC-10F165CA,RTE-DD5236CF,ACT-DUP-0004,
INCIDENT,INC-F3B15553,44.42,59.24,LOW,64.48,63.43,19.6,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-F3B15553,RTE-FB4EE4BA,ACT-6F081E40,
INCIDENT,INC-B23B2358,44.42,59.24,LOW,64.48,63.43,19.6,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-B23B2358,RTE-FB4EE4BA,ACT-6F081E40,
INCIDENT,INC-C54BDAF9,44.38,79.6,LOW,47.76,31.12,27.76,40.0,0.0,25.0,4,TRADE|ROUTE|ENTITY|LINGUISTIC,INC-C54BDAF9,RTE-BE75B5F4,ACT-0BE618C7,
INCIDENT,INC-C9972064,44.31,68.66,LOW,53.97,58.56,44.54,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-C9972064,RTE-D37D6F20,ACT-DUP-0001,
ROUTE,RTE-EF6F0110,44.26,76.62,LOW,32.98,27.46,37.69,60.0,0.0,25.0,4,TRADE|ROUTE|ENTITY|LINGUISTIC,INC-D394A13C|INC-1E296D61|INC-84D99EB6|INC-322254E2|INC-4CF654A6|INC-0BE00279,RTE-EF6F0110,ACT-D404B1E6|ACT-7353F8D0|ACT-4B53C901|ACT-DUP-0008|ACT-D2CB78D6,
INCIDENT,INC-B8101499,44.19,61.79,LOW,61.55,61.73,25.78,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-B8101499,RTE-32F0E94F,ACT-16E31CC7,
INCIDENT,INC-D360954F,44.16,76.42,LOW,49.14,34.04,29.09,20.0,0.0,40.0,4,TRADE|ROUTE|ENTITY|LINGUISTIC,INC-D360954F,RTE-05837773,ACT-A19B3B13,
ACTOR,ACT-130BC3BE,44.08,64.45,LOW,42.21,74.61,49.16,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-1B2B6136|INC-4A35725C|INC-28275C25|INC-08138381,RTE-8F0A4EBD|RTE-B4DC47C9|RTE-01273A62|RTE-15641305,ACT-130BC3BE,
ACTOR,ACT-DUP-0009,44.07,59.81,LOW,29.41,84.84,53.37,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-D6764190|INC-9A927874|INC-822B9C23|INC-4A1D04B0,RTE-15641305|RTE-D37D6F20|RTE-5A090E6C|RTE-F51C2F2E,ACT-DUP-0009,
ACTOR,ACT-72D14581,43.85,61.54,LOW,59.72,69.47,27.02,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-8A267DEE|INC-B7149057|INC-B49586C7|INC-9C20A615,RTE-5A090E6C|RTE-BEF74FCD|RTE-22651175|RTE-526A517F,ACT-72D14581,
INCIDENT,INC-1D3F2B36,43.79,67.33,LOW,44.48,63.43,48.72,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-1D3F2B36,RTE-FB4EE4BA,ACT-DUP-0007,
INCIDENT,INC-5E8DF0E8,43.72,59.99,LOW,64.48,63.43,21.63,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-5E8DF0E8,RTE-FB4EE4BA,ACT-CFAB48FB,
INCIDENT,INC-1798C080,43.56,74.63,LOW,54.14,34.04,26.74,20.0,0.0,25.0,4,TRADE|ROUTE|ENTITY|LINGUISTIC,INC-1798C080,RTE-05837773,ACT-5535B8FF,
ROUTE,RTE-D769322C,43.47,74.23,LOW,35.19,17.43,45.42,60.0,0.0,25.0,4,TRADE|ROUTE|ENTITY|LINGUISTIC,INC-05AA8387|INC-0F37ED1D|INC-C36D97AB,RTE-D769322C,ACT-2D0BDD94|ACT-1D7B2448|ACT-F70E04EC,
ROUTE,RTE-15E430E6,43.42,73.66,LOW,24.46,22.81,37.33,60.0,0.0,50.0,4,TRADE|ROUTE|ENTITY|LINGUISTIC,INC-7A314C1F|INC-47ED0F0D|INC-5F2253A2|INC-EE63DD43,RTE-15E430E6,ACT-CFAB48FB|ACT-C246476B|ACT-7353F8D0|ACT-6F081E40,
INCIDENT,INC-D34E63D1,43.27,55.91,LOW,66.55,61.73,11.35,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-D34E63D1,RTE-32F0E94F,ACT-516B220E,
INCIDENT,INC-B340A50F,43.27,55.91,LOW,66.55,61.73,11.35,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-B340A50F,RTE-32F0E94F,ACT-516B220E,
INCIDENT,INC-AE29A212,43.2,38.55,LOW,67.24,80.62,4.86,0.0,0.0,25.0,2,TRADE|ROUTE,INC-AE29A212,RTE-844D2BD8,ACT-9150A102,
INCIDENT,INC-C435FC84,43.2,38.55,LOW,67.24,80.62,4.86,0.0,0.0,25.0,2,TRADE|ROUTE,INC-C435FC84,RTE-844D2BD8,ACT-9150A102,
ROUTE,RTE-837DA83F,43.06,65.97,LOW,26.12,22.81,23.81,85.0,0.0,25.0,4,TRADE|ROUTE|ENTITY|LINGUISTIC,INC-E2003313|INC-6E3D7227|INC-55173AC1|INC-0B663344,RTE-837DA83F,ACT-B1A0AF66|ACT-93684B5D|ACT-C48421F9|ACT-FD05814E,
ACTOR,ACT-0E08ABDD,42.64,56.5,LOW,23.17,86.94,44.07,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-E68D0BDF|INC-1D3FC12F,RTE-367D804C|RTE-F51C2F2E,ACT-0E08ABDD,
INCIDENT,INC-FB88CEDA,42.45,39.34,LOW,81.55,61.73,7.57,0.0,0.0,25.0,2,TRADE|ROUTE,INC-FB88CEDA,RTE-32F0E94F,ACT-45C722DA,
INCIDENT,INC-A6646C7F,42.45,67.73,LOW,46.55,61.73,45.88,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-A6646C7F,RTE-32F0E94F,ACT-F70E04EC,
ROUTE,RTE-EFEFC83E,42.31,73.58,LOW,21.12,25.31,41.33,60.0,0.0,35.0,4,TRADE|ROUTE|ENTITY|LINGUISTIC,INC-3B7B78A7|INC-503191E9|INC-06F73824|INC-7FA21422,RTE-EFEFC83E,ACT-2BB3216C|ACT-C1CE62FB|ACT-BA821236|ACT-516B220E,
ACTOR,ACT-45C722DA,42.15,55.58,LOW,30.09,57.67,7.57,57.14,0.0,35.0,3,TRADE|ROUTE|LINGUISTIC,INC-146BDA30|INC-8C43E7FC|INC-FB88CEDA,RTE-D5B7DEF5|RTE-32F0E94F,ACT-45C722DA,
INCIDENT,INC-2005D018,42.13,38.48,LOW,81.55,61.73,5.41,0.0,0.0,25.0,2,TRADE|ROUTE,INC-2005D018,RTE-32F0E94F,ACT-DC4BFFE4,
INCIDENT,INC-93B3BAA0,42.13,38.48,LOW,81.55,61.73,5.41,0.0,0.0,25.0,2,TRADE|ROUTE,INC-93B3BAA0,RTE-32F0E94F,ACT-DC4BFFE4,
INCIDENT,INC-70444A14,42.13,38.48,LOW,81.55,61.73,5.41,0.0,0.0,25.0,2,TRADE|ROUTE,INC-70444A14,RTE-32F0E94F,ACT-DC4BFFE4,
ROUTE,RTE-D5B7DEF5,42.05,72.96,LOW,18.72,25.72,42.93,60.0,0.0,35.0,4,TRADE|ROUTE|ENTITY|LINGUISTIC,INC-4832DCE1|INC-146BDA30|INC-822AF71E|INC-F9BF0F1F|INC-8D8D900A,RTE-D5B7DEF5,ACT-45C722DA|ACT-6C6CC66E|ACT-B49444A6|ACT-9DC49715|ACT-451B57E0,
INCIDENT,INC-32161C4F,42.02,66.41,LOW,38.97,58.56,60.92,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-32161C4F,RTE-D37D6F20,ACT-DUP-0005,
INCIDENT,INC-07FD8D0D,42.02,81.77,LOW,33.45,29.99,27.76,40.0,0.0,40.0,4,TRADE|ROUTE|ENTITY|LINGUISTIC,INC-07FD8D0D,RTE-8F0A4EBD,ACT-0BE618C7,
INCIDENT,INC-10093B7D,41.95,67.07,LOW,38.97,57.25,55.99,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-10093B7D,RTE-5A090E6C,ACT-DUP-0002,
INCIDENT,INC-8FA93DB2,41.49,66.79,LOW,38.97,58.56,57.39,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-8FA93DB2,RTE-D37D6F20,ACT-DUP-0010,
ACTOR,ACT-6C2A62E9,41.34,61.55,LOW,29.32,73.85,53.67,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-2C70FAE0|INC-116281CC|INC-1DDB2C11,RTE-D37D6F20|RTE-32F0E94F|RTE-C3C4BB2E,ACT-6C2A62E9,
ACTOR,ACT-DC4BFFE4,41.33,54.78,LOW,37.63,61.73,5.41,34.52,0.0,35.0,3,TRADE|ROUTE|LINGUISTIC,INC-1F9B79FA|INC-F7233FDE|INC-2005D018|INC-48AB8F6C|INC-613CD097|INC-93B3BAA0|INC-70444A14,RTE-32F0E94F,ACT-DC4BFFE4,
INCIDENT,INC-CDEF77A9,41.25,65.92,LOW,46.55,61.73,37.85,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-CDEF77A9,RTE-32F0E94F,ACT-C1CE62FB,
INCIDENT,INC-89C9D480,41.17,38.08,LOW,48.62,88.53,9.19,0.0,0.0,25.0,2,TRADE|ROUTE,INC-89C9D480,RTE-15641305,ACT-480A6546,
INCIDENT,INC-CB5C41F5,41.17,38.08,LOW,48.62,88.53,9.19,0.0,0.0,25.0,2,TRADE|ROUTE,INC-CB5C41F5,RTE-15641305,ACT-480A6546,
INCIDENT,INC-9A927874,40.89,67.06,LOW,38.97,58.56,53.37,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-9A927874,RTE-D37D6F20,ACT-DUP-0009,
INCIDENT,INC-D6764190,40.56,67.27,LOW,38.97,57.25,53.37,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-D6764190,RTE-5A090E6C,ACT-DUP-0009,
INCIDENT,INC-8A267DEE,40.5,59.87,LOW,69.83,37.95,27.02,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-8A267DEE,RTE-22651175,ACT-72D14581,
INCIDENT,INC-9B509137,40.48,78.47,LOW,41.38,21.87,27.76,40.0,0.0,25.0,4,TRADE|ROUTE|ENTITY|LINGUISTIC,INC-9B509137,RTE-E5F5E120,ACT-0BE618C7,
ROUTE,RTE-9EC78713,40.4,61.87,LOW,20.93,14.27,22.34,85.0,0.0,35.0,4,TRADE|ROUTE|ENTITY|LINGUISTIC,INC-CC3301EE|INC-6F249708,RTE-9EC78713,ACT-A19B3B13|ACT-01EA26A9,
INCIDENT,INC-B49586C7,40.36,63.18,LOW,53.97,57.25,27.02,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-B49586C7,RTE-5A090E6C,ACT-72D14581,
INCIDENT,INC-063C1F2C,40.01,67.02,LOW,38.97,58.56,47.51,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-063C1F2C,RTE-D37D6F20,ACT-DUP-0008,
INCIDENT,INC-F7233FDE,39.88,34.35,LOW,66.55,61.73,5.41,10.0,0.0,25.0,2,TRADE|ROUTE,INC-F7233FDE,RTE-32F0E94F,ACT-DC4BFFE4,
INCIDENT,INC-60CEEFAB,39.69,63.78,LOW,64.83,36.63,38.81,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-60CEEFAB,RTE-C3C4BB2E,ACT-866A9666,
INCIDENT,INC-E8CE8DB8,39.68,67.32,LOW,38.97,57.25,47.51,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-E8CE8DB8,RTE-5A090E6C,ACT-DUP-0008,
ROUTE,RTE-3623DB4A,39.58,69.63,LOW,13.53,19.65,45.22,60.0,0.0,35.0,4,TRADE|ROUTE|ENTITY|LINGUISTIC,INC-ACD8DFCD|INC-32716F42|INC-DDF4BE8C,RTE-3623DB4A,ACT-2F205955|ACT-61CA522C|ACT-F70E04EC,
ROUTE,RTE-BEF74FCD,39.3,72.26,LOW,21.12,22.81,32.12,60.0,0.0,25.0,4,TRADE|ROUTE|ENTITY|LINGUISTIC,INC-F78CF454|INC-9FA1225A|INC-B7149057|INC-2826EA19,RTE-BEF74FCD,ACT-CFAB48FB|ACT-72D14581|ACT-7187AEBF|ACT-0D3A69A7,
INCIDENT,INC-0AD78984,39.16,37.83,LOW,45.0,84.44,8.65,0.0,0.0,25.0,2,TRADE|ROUTE,INC-0AD78984,RTE-F51C2F2E,ACT-95A4317F,
INCIDENT,INC-BD1CBF34,39.15,61.42,LOW,46.55,61.73,23.9,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-BD1CBF34,RTE-32F0E94F,ACT-2D0BDD94,
INCIDENT,INC-4BCBFFEF,39.1,54.35,LOW,27.24,80.62,24.21,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-4BCBFFEF,RTE-844D2BD8,ACT-1DF99FFB,
ROUTE,RTE-BFA90C2B,39.04,72.02,LOW,21.86,21.87,30.71,60.0,0.0,25.0,4,TRADE|ROUTE|ENTITY|LINGUISTIC,INC-5ECD4F9B|INC-255C0F50|INC-BF3E895A,RTE-BFA90C2B,ACT-8AF11CFA|ACT-239810D5|ACT-40058B0F,
INCIDENT,INC-2E288468,38.95,40.99,LOW,66.55,61.73,9.19,0.0,0.0,25.0,2,TRADE|ROUTE,INC-2E288468,RTE-32F0E94F,ACT-DD3ED62E,
ROUTE,RTE-5B12885C,38.87,71.77,LOW,20.19,21.87,32.35,60.0,0.0,25.0,4,TRADE|ROUTE|ENTITY|LINGUISTIC,INC-D6C72864|INC-ADB724B1|INC-4CC681DB,RTE-5B12885C,ACT-A647D8DE|ACT-E039AAEB|ACT-A05EB96B,
INCIDENT,INC-8C43E7FC,38.7,40.28,LOW,66.55,61.73,7.57,0.0,0.0,25.0,2,TRADE|ROUTE,INC-8C43E7FC,RTE-32F0E94F,ACT-45C722DA,
INCIDENT,INC-751BFF5B,38.68,57.37,LOW,46.55,61.73,14.05,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-751BFF5B,RTE-32F0E94F,ACT-A7290540,
INCIDENT,INC-EE63DD43,38.66,77.61,LOW,32.07,22.81,19.6,40.0,0.0,40.0,4,TRADE|ROUTE|ENTITY|LINGUISTIC,INC-EE63DD43,RTE-15E430E6,ACT-6F081E40,
INCIDENT,INC-060C103D,38.61,40.34,LOW,64.48,63.43,7.57,0.0,0.0,25.0,2,TRADE|ROUTE,INC-060C103D,RTE-FB4EE4BA,ACT-6890BAC6,
INCIDENT,INC-14EBC331,38.44,37.69,LOW,47.24,80.62,6.49,0.0,0.0,25.0,2,TRADE|ROUTE,INC-14EBC331,RTE-844D2BD8,ACT-8D60BEB9,
INCIDENT,INC-613CD097,38.38,39.31,LOW,66.55,61.73,5.41,0.0,0.0,25.0,2,TRADE|ROUTE,INC-613CD097,RTE-32F0E94F,ACT-DC4BFFE4,
INCIDENT,INC-51199438,38.26,58.92,LOW,44.48,63.43,18.57,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-51199438,RTE-FB4EE4BA,ACT-46D85523,
INCIDENT,INC-F16B3BA6,38.2,36.98,LOW,47.24,80.62,4.86,0.0,0.0,25.0,2,TRADE|ROUTE,INC-F16B3BA6,RTE-844D2BD8,ACT-9150A102,
INCIDENT,INC-116281CC,38.17,67.32,LOW,49.83,36.63,53.67,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-116281CC,RTE-C3C4BB2E,ACT-6C2A62E9,
ACTOR,ACT-6890BAC6,38.16,49.34,LOW,11.41,70.71,7.57,53.33,0.0,15.0,3,TRADE|ROUTE|LINGUISTIC,INC-060C103D|INC-7A465F5A|INC-3309C37C,RTE-E5F5E120|RTE-FB4EE4BA|RTE-22651175,ACT-6890BAC6,
ROUTE,RTE-A9A64DEE,38.06,69.51,LOW,28.53,19.65,16.74,60.0,0.0,25.0,4,TRADE|ROUTE|ENTITY|LINGUISTIC,INC-F9FFB5E7|INC-15FBD001|INC-BFB5BBA3,RTE-A9A64DEE,ACT-B49444A6|ACT-DB3AAE2B|ACT-1B6D6C5C,
ROUTE,RTE-6502C0EF,37.88,70.46,LOW,21.12,22.81,22.63,60.0,0.0,25.0,4,TRADE|ROUTE|ENTITY|LINGUISTIC,INC-5ED074E5|INC-A50D090A|INC-9C8F005B|INC-0CED375A,RTE-6502C0EF,ACT-525CFB31|ACT-F513E9F2|ACT-4A810E54|ACT-020A968E,
ACTOR,ACT-0D3A69A7,37.73,51.4,LOW,19.89,85.94,25.12,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-F78CF454|INC-54ADB586,RTE-BEF74FCD|RTE-844D2BD8,ACT-0D3A69A7,
ACTOR,ACT-7353F8D0,37.6,62.07,LOW,38.83,63.95,29.38,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-7A314C1F|INC-C23A7161|INC-3A7D94EE|INC-322254E2,RTE-D37D6F20|RTE-15E430E6|RTE-EF6F0110|RTE-F534A60F,ACT-7353F8D0,
ACTOR,ACT-BF767554,37.46,53.67,LOW,14.38,81.5,39.94,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-E93DC79B|INC-C378F9D9|INC-E2775A7D,RTE-C3C4BB2E|RTE-F2391A9E|RTE-F51C2F2E,ACT-BF767554,
INCIDENT,INC-1F9B79FA,37.13,39.46,LOW,61.55,61.73,5.41,0.0,0.0,25.0,2,TRADE|ROUTE,INC-1F9B79FA,RTE-32F0E94F,ACT-DC4BFFE4,
INCIDENT,INC-FE8EFEF7,37.13,66.45,LOW,52.76,33.27,47.51,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-FE8EFEF7,RTE-12678A58,ACT-DUP-0008,
INCIDENT,INC-48AB8F6C,37.13,39.46,LOW,61.55,61.73,5.41,0.0,0.0,25.0,2,TRADE|ROUTE,INC-48AB8F6C,RTE-32F0E94F,ACT-DC4BFFE4,
INCIDENT,INC-3ED8334F,37.11,62.58,LOW,52.76,26.0,59.49,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-3ED8334F,RTE-674B55E3,ACT-DUP-0006,
INCIDENT,INC-9D2BA2B7,37.11,63.01,LOW,38.97,58.56,28.21,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-9D2BA2B7,RTE-D37D6F20,ACT-D404B1E6,
ACTOR,ACT-CFAB48FB,37.09,57.33,LOW,34.77,70.62,21.63,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-5E8DF0E8|INC-47ED0F0D|INC-9FA1225A,RTE-15E430E6|RTE-BEF74FCD|RTE-FB4EE4BA,ACT-CFAB48FB,
INCIDENT,INC-131AE7EA,36.98,62.15,LOW,52.07,25.31,60.92,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-131AE7EA,RTE-526A517F,ACT-DUP-0005,
ROUTE,RTE-BE75B5F4,36.68,66.14,LOW,39.39,31.12,50.34,0.0,0.0,45.0,3,TRADE|ROUTE|ENTITY,INC-1632354A|INC-515699A6|INC-C54BDAF9|INC-8D27A117|INC-00F43BE5,RTE-BE75B5F4,ACT-DUP-0001|ACT-1D992B5E|ACT-0BE618C7|ACT-898A30A1|ACT-DUP-0007,
ROUTE,RTE-50CAC933,36.66,68.77,LOW,20.93,12.05,32.78,60.0,0.0,25.0,4,TRADE|ROUTE|ENTITY|LINGUISTIC,INC-5A9D0819|INC-976F24FE,RTE-50CAC933,ACT-61CA522C|ACT-F73F1F34,
ROUTE,RTE-83C30583,36.54,49.26,LOW,20.93,7.6,41.01,85.0,0.0,35.0,3,TRADE|ENTITY|LINGUISTIC,INC-5F1EE080|INC-66FE58C2,RTE-83C30583,ACT-95A4317F|ACT-F70E04EC,
ROUTE,RTE-3BE0D749,36.53,68.8,LOW,21.86,17.43,21.41,60.0,0.0,25.0,4,TRADE|ROUTE|ENTITY|LINGUISTIC,INC-A23E05D2|INC-9E823210|INC-82D04226,RTE-3BE0D749,ACT-F513E9F2|ACT-DBBBE5BC|ACT-2AF63B3F,
ACTOR,ACT-16E31CC7,36.34,59.74,LOW,34.3,65.6,25.78,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-B8101499|INC-8F3C31BD,RTE-32F0E94F|RTE-C3C4BB2E,ACT-16E31CC7,
INCIDENT,INC-A8C18B51,35.9,56.53,LOW,54.83,37.95,11.35,0.0,0.0,40.0,3,TRADE|ROUTE|ENTITY,INC-A8C18B51,RTE-22651175,ACT-516B220E,
INCIDENT,INC-78F43FAB,35.89,57.51,LOW,54.83,36.63,13.51,0.0,0.0,40.0,3,TRADE|ROUTE|ENTITY,INC-78F43FAB,RTE-C3C4BB2E,ACT-7494AE24,
INCIDENT,INC-9C20A615,35.65,57.46,LOW,67.07,25.31,27.02,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-9C20A615,RTE-526A517F,ACT-72D14581,
ACTOR,ACT-C1CE62FB,35.52,58.0,LOW,20.76,68.6,37.85,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-3B7B78A7|INC-CDEF77A9,RTE-EFEFC83E|RTE-32F0E94F,ACT-C1CE62FB,
INCIDENT,INC-4A35725C,35.48,65.74,LOW,48.45,29.99,49.16,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-4A35725C,RTE-8F0A4EBD,ACT-130BC3BE,
INCIDENT,INC-28275C25,35.23,63.13,LOW,52.76,24.69,49.16,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-28275C25,RTE-01273A62,ACT-130BC3BE,
INCIDENT,INC-9F6FAE88,35.11,64.08,LOW,54.14,34.04,30.41,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-9F6FAE88,RTE-05837773,ACT-E039AAEB,
INCIDENT,INC-6D10E95C,34.72,54.84,LOW,67.76,25.44,19.5,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-6D10E95C,RTE-5CFE009F,ACT-61CA522C,
INCIDENT,INC-1B2B6136,34.59,62.45,LOW,52.07,22.81,49.16,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-1B2B6136,RTE-B4DC47C9,ACT-130BC3BE,
ACTOR,ACT-ADB13586,34.34,61.95,LOW,38.52,54.98,23.09,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-6DD32668|INC-FD6591F7|INC-97AFBC25,RTE-B5BE3EA8|RTE-22651175|RTE-C3C4BB2E,ACT-ADB13586,
ROUTE,RTE-C146AD8A,34.25,46.13,LOW,22.6,7.6,22.97,85.0,0.0,35.0,3,TRADE|ENTITY|LINGUISTIC,INC-741D3958|INC-AF82125B,RTE-C146AD8A,ACT-480A6546|ACT-2AF63B3F,
ROUTE,RTE-B5BE3EA8,34.23,53.91,LOW,22.6,7.6,54.52,60.0,0.0,25.0,3,TRADE|ENTITY|LINGUISTIC,INC-6DD32668|INC-E41D08F2,RTE-B5BE3EA8,ACT-DUP-0005|ACT-ADB13586,
ACTOR,ACT-A9F1176D,34.13,47.42,LOW,12.9,66.87,4.32,33.57,0.0,15.0,3,TRADE|ROUTE|LINGUISTIC,INC-9E289A1E|INC-B8872C0C,RTE-E5F5E120|RTE-FB4EE4BA,ACT-A9F1176D,
ACTOR,ACT-5B9A50EE,33.95,54.94,LOW,21.61,69.47,24.51,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-2DDB92C7|INC-6E8E7A45,RTE-5A090E6C|RTE-22651175,ACT-5B9A50EE,
INCIDENT,INC-97AFBC25,33.91,63.12,LOW,49.83,37.95,23.09,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-97AFBC25,RTE-22651175,ACT-ADB13586,
INCIDENT,INC-4C48EFFC,33.82,64.59,LOW,47.76,26.0,45.88,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-4C48EFFC,RTE-674B55E3,ACT-F70E04EC,
INCIDENT,INC-0153BECF,33.67,70.35,LOW,34.83,37.95,39.85,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-0153BECF,RTE-22651175,ACT-EBD0B65D,
ROUTE,RTE-857F6451,33.47,43.46,LOW,10.93,7.6,27.23,85.0,0.0,50.0,3,TRADE|ENTITY|LINGUISTIC,INC-BBF6FF7D|INC-C431ADBC,RTE-857F6451,ACT-EB994163|ACT-0BE618C7,
INCIDENT,INC-8D27A117,33.35,58.35,LOW,32.76,31.12,44.54,8.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-8D27A117,RTE-BE75B5F4,ACT-DUP-0001,
INCIDENT,INC-15094649,33.34,57.85,LOW,32.07,22.81,67.45,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-15094649,RTE-F2391A9E,ACT-A3B509D1,
INCIDENT,INC-322254E2,33.13,62.35,LOW,53.45,27.46,29.38,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-322254E2,RTE-EF6F0110,ACT-7353F8D0,
INCIDENT,INC-00F43BE5,32.78,65.65,LOW,32.76,31.12,48.72,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-00F43BE5,RTE-BE75B5F4,ACT-DUP-0007,
ACTOR,ACT-B1A0AF66,32.7,55.52,LOW,22.17,65.06,22.61,0.0,0.0,5.0,3,TRADE|ROUTE|ENTITY,INC-C678EEF3|INC-0B663344,RTE-5A090E6C|RTE-837DA83F,ACT-B1A0AF66,
INCIDENT,INC-38A2513D,32.69,64.46,LOW,46.38,24.37,36.65,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-38A2513D,RTE-FDDFEF85,ACT-2F205955,
ACTOR,ACT-866A9666,32.65,67.08,LOW,27.82,41.49,38.81,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-60CEEFAB|INC-A5C21485,RTE-F534A60F|RTE-C3C4BB2E,ACT-866A9666,
INCIDENT,INC-1E7A6C43,32.54,39.73,LOW,46.55,61.73,6.49,0.0,0.0,15.0,2,TRADE|ROUTE,INC-1E7A6C43,RTE-32F0E94F,ACT-4DBAB638,
ROUTE,RTE-F2391A9E,32.48,55.71,LOW,24.46,22.81,67.78,0.0,0.0,35.0,3,TRADE|ROUTE|ENTITY,INC-73CA5741|INC-E93DC79B|INC-15094649|INC-910E86C3,RTE-F2391A9E,ACT-F702EB53|ACT-239810D5|ACT-BF767554|ACT-A3B509D1,
INCIDENT,INC-A90DF55B,32.43,67.62,LOW,34.14,34.04,45.88,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-A90DF55B,RTE-05837773,ACT-F70E04EC,
INCIDENT,INC-E2775A7D,32.36,70.29,LOW,34.83,36.63,39.94,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-E2775A7D,RTE-C3C4BB2E,ACT-BF767554,
INCIDENT,INC-33BF5D05,32.13,57.64,LOW,18.97,58.56,28.36,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-33BF5D05,RTE-D37D6F20,ACT-9DC49715,
INCIDENT,INC-9E289A1E,31.88,37.63,LOW,39.48,63.43,4.32,0.0,0.0,25.0,2,TRADE|ROUTE,INC-9E289A1E,RTE-FB4EE4BA,ACT-A9F1176D,
